제목,날짜,신문사,링크
12년 만에 초등학교 신설 확정 길음1구역…코로나에도 신축 센터피스·클라시...,26면1단  202,한국경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004318896
성북구 '서울숭례초 방과 후 쉼터' 운영,2019.11.22,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004576736
[’도시의 미래’ 서울시 구청장에게 듣는다] 이승로 성북구청장,2020.01.28,e대한경제,http://www.cnews.co.kr/uhtml/read.jsp?idxno=202001271045202550719
신종 코로나바이러스 감염 우려… '중랑구·성북구 내 학교' 휴업 명령,2020.02.06,장애인신문,http://www.welfarenews.net/news/articleView.html?idxno=72674
성동·오산 등 9개 지자체 '초등생 돌봄'에 3년간 80억 투입,2018.06.27,뉴시스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0008675672
[춘추칼럼]동네 워터파크로 변신한 초등학교 운동장,2019.08.08,경인일보,http://www.kyeongin.com/main/view.php?key=20190808010002709
박 대통령 “엄마가 좋아할까?” 질문에 초등생 반응은?,2016.06.27,국민일보,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=005&aid=0000912742
'신종코로나' 서울 중랑·성북구 42개교 휴업 명령,2020.02.06,베이비타임즈,http://www.babytimes.co.kr/news/articleView.html?idxno=32818
"서울시 ""초등학생, 등교전·하교후도 돌보겠다""",2018.11.01,연합뉴스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0010440914
"성북구, 구립 방과 후 돌봄센터 이용자 모집",2012.08.23,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0002831740
이승로 성북구청장 “교육 동력삼아 성북발전 이룰터”,2019.07.16,동아일보,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=020&aid=0003229431
"성북구, 초등생 바른식습관 체험교실 운영",2014.07.15,뉴시스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0005961152
초등학교 찾은 박 대통령…아쉬웠던 소통 방식,2016.06.29,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=277&aid=0003776944
성북구·강북구 돌봄기관 원클릭 '안심·동심 돌봄나눔터 웹서비스',2020.02.19,한국강사신문,http://www.lecturernews.com/news/articleView.html?idxno=34986
"성북구-새마을금고협의회,지역희망공헌사업 협약 맺어",2012.07.10,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0002811471
박근혜 대통령 초등 돌봄교실 방문…‘동심 파괴’ 논란,2016.06.26,CNB뉴스,http://www.cnbnews.com/news/article.html?no=326908
'초등돌봄대란'…다함께 키움 위한 우리마을 정책은?,2019.08.13,베이비타임즈,http://www.babytimes.co.kr/news/articleView.html?idxno=29315
"성북구, 마을과 학교가 함께하는 '방과 후 쉼터' 운영",2019.11.24,신아일보,http://www.shinailbo.co.kr/news/articleView.html?idxno=1226248
"성북구, 재난취약계층 찾아 안전교육",2017.03.21,매일일보,http://www.m-i.kr/news/articleView.html?idxno=297994
지역 맞춤형 초등학생 온종일 돌봄서비스 확대,2019.06.28,베이비타임즈,http://www.babytimes.co.kr/news/articleView.html?idxno=28512
방과 후 초등돌봄이 필요하세요? 다함께돌봄센터로 오세요! [다함께돌봄센터 ...,2020.04.16,스포츠경향,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=144&aid=0000667236
"성북구, 방과후 돌봄센터 설치…""전국 최초""",2012.02.08,연합뉴스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0005502411
"성북구, 구립 방과 후 돌봄센터 조성 속도 높여",2012.07.18,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0002815317
"성북구, 지자체 첫 방과후 돌봄센터 운영",2단  2012.0,세계일보,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=022&aid=0002360428
초등돌봄 서비스 '우리동네키움센터'... 노원·도봉·마포·성북 운영돼,2018.07.23,미래한국,http://www.futurekorea.co.kr/news/articleView.html?idxno=108817
제3회 성북구 아동 돌봄박람회 개최,2017.10.09,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004089818
성북구 사회적경제 예비특구사업 공모 2년연속 선정,2017.01.24,뉴스1,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0002527399
"성북구, 어린이보호구역 교통안전시설정비 1위에",2012.11.07,뉴시스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0004814117
초등학교 돌봄교실 ‘무늬만 엄마품’,2면   2013.,세계일보,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=022&aid=0002498430
안전 앞세워 초등생 지문 채취 괜찮을까,2019.02.17,한국일보,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=469&aid=0000365168
폐업 위기 어린이집을 초등 방과후 돌봄 공간으로?,2018.07.19,베이비뉴스,http://www.ibabynews.com/news/articleView.html?idxno=66954
"['3단계' 초비상] 수도권 전면 온라인 수업…학교현장 ""사실상 3단계 조치""",2020.08.25,뉴스핌,http://www.newspim.com/news/view/20200825001115
"성북구, 어린이 살기 좋은 도시 만든다",2012.02.08,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0002737769
[춘추칼럼] 동네 워터파크로 변신한 초등학교 운동장,2019.08.09,대전일보,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1382113
육아 부담 덜어드려요…성북구 '방과후 돌봄센터' 설치,2012.02.10,SBS(text),https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=096&aid=0000160818
'초등자녀 때문에'…올해 직장여성 1만5000여명 직장 관둬,2017.12.11,뉴시스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0008336418
아이들은 설레고 학부모·교사들은 잔뜩 '긴장'…초1 등교,2020.05.27,뉴스1,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004660464
5년 전으로 돌아간 학교? 교사는 비울 준비를 했다,2020.07.29,오마이뉴스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=047&aid=0002278745
"수도권 교회발 확산, 학교 집단감염 우려",2020.08.18,내일신문,http://www.naeil.com/news_view/?id_art=359133
서울 코로나19 신규확진 16명…'인천 종교모임'發 확산세,2020.06.02,노컷뉴스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003367002
"'돌봄고민부터 아동공연까지'…성북구, 8일 돌봄박람회 개막",2016.10.05,뉴시스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0007505209
"구청이 놀이터로 '변신'…성북구, 5일 어린이날 페스티벌",2016.05.03,뉴스1,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0002036256
"[수도권] 성북구, 어린이 친화도시 조성 추진",2012.04.30,SBS(text),https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=096&aid=0000174325
"생애 첫 등교에 신난 아이들, ""마스크 잘 쓸까"" 발 못떼는 부모들",27면   2020,이데일리,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=018&aid=0004649533
"등교 차질 지속…""고3 학생부에 코로나 피해사항 넣자""",29면   2020,매일경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=009&aid=0004587351
"성북구, 전국 최초 어린이 친화도시 비전 선포",20면2단  201,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0002777650
'수도권 확진자' 확산 우려 속 오늘 학생 178만명 등교,2020.06.03,뉴스핌,http://www.newspim.com/news/view/20200602001094
"대면 수업의 득, 감염 위험의 실",2020.05.28,오마이뉴스,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=047&aid=0002271189
교문 닫는 학교보안관,2020.06.02,뉴스1,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004671478
"교육부, '3차 개학 연기' 여부 발표 예정",2020.03.17,시사저널이코노미,http://www.sisajournal-e.com/news/articleView.html?idxno=215439
학원강사·유치원생 확진…`低학년 등교 괜찮나` 학부모들 불안,27면2단  202,이데일리,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=018&aid=0004648278
교문 닫히는 서울 돈암초,2020.06.02,뉴스1,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004671492
성북구 대학생들 또 다른 동행 ‘MOVE’,2016.12.05,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0003884973
성북구 ‘온종일 돌봄 생태계 구축 선도 지역’ 선정,2018.07.16,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004277989
"전국 휴업 학교 600곳 육박…""돌봄 공백 없게 최선""",2020.02.06,연합뉴스TV,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=422&aid=0000413513
성북구 길음1동 자원봉사대 ‘우·만·동’ 활약 눈부셔,2017.08.08,아시아경제,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004051098
